ResponseId,image_id,varLabel,value
R_3EiizvrXOz6FKfF,708133306583556_2.jpg,Safety - Nighttime Walking,6
R_3EiizvrXOz6FKfF,708133306583556_2.jpg,Disorder,4
R_3EiizvrXOz6FKfF,939649950130983_2.jpg,Neighborhood Wealth,8
R_3EiizvrXOz6FKfF,939649950130983_2.jpg,Safety - Daytime Walking,8
R_3EiizvrXOz6FKfF,939649950130983_2.jpg,Safety - Nighttime Walking,7
R_3EiizvrXOz6FKfF,939649950130983_2.jpg,Disorder,3
R_3EiizvrXOz6FKfF,570046564194463_1.jpg,Neighborhood Wealth,5
R_3EiizvrXOz6FKfF,570046564194463_1.jpg,Safety - Daytime Walking,5
R_3EiizvrXOz6FKfF,570046564194463_1.jpg,Safety - Nighttime Walking,4
R_3EiizvrXOz6FKfF,570046564194463_1.jpg,Disorder,4
R_7SNlKZkr0H8cxvX,362380188614130_1.jpg,Neighborhood Wealth,3
R_7SNlKZkr0H8cxvX,362380188614130_1.jpg,Safety - Daytime Walking,5
R_7SNlKZkr0H8cxvX,362380188614130_1.jpg,Safety - Nighttime Walking,3
R_7SNlKZkr0H8cxvX,362380188614130_1.jpg,Disorder,4
R_7SNlKZkr0H8cxvX,474601590513292_2.jpg,Neighborhood Wealth,5
R_7SNlKZkr0H8cxvX,474601590513292_2.jpg,Safety - Daytime Walking,7
R_7SNlKZkr0H8cxvX,474601590513292_2.jpg,Safety - Nighttime Walking,5
R_7SNlKZkr0H8cxvX,474601590513292_2.jpg,Disorder,2
R_7SNlKZkr0H8cxvX,632733937682417_1.jpg,Neighborhood Wealth,6
R_7SNlKZkr0H8cxvX,632733937682417_1.jpg,Safety - Daytime Walking,8
R_7SNlKZkr0H8cxvX,632733937682417_1.jpg,Safety - Nighttime Walking,7
R_7SNlKZkr0H8cxvX,632733937682417_1.jpg,Disorder,1
R_7SNlKZkr0H8cxvX,258599526725707_2.jpg,Neighborhood Wealth,1
R_7SNlKZkr0H8cxvX,258599526725707_2.jpg,Safety - Daytime Walking,2
R_7SNlKZkr0H8cxvX,258599526725707_2.jpg,Safety - Nighttime Walking,1
R_7SNlKZkr0H8cxvX,258599526725707_2.jpg,Disorder,8
R_7SNlKZkr0H8cxvX,794843815099878_1.jpg,Neighborhood Wealth,1
R_7SNlKZkr0H8cxvX,794843815099878_1.jpg,Safety - Daytime Walking,1
R_7SNlKZkr0H8cxvX,794843815099878_1.jpg,Safety - Nighttime Walking,1
R_7SNlKZkr0H8cxvX,794843815099878_1.jpg,Disorder,9
R_5nxEVoMbAMjsQg1,810563866511745_1.jpg,Neighborhood Wealth,4
R_5nxEVoMbAMjsQg1,810563866511745_1.jpg,Safety - Daytime Walking,7
R_5nxEVoMbAMjsQg1,810563866511745_1.jpg,Safety - Nighttime Walking,6
R_5nxEVoMbAMjsQg1,810563866511745_1.jpg,Disorder,3
R_5nxEVoMbAMjsQg1,517218452927725_1.jpg,Neighborhood Wealth,7
R_5nxEVoMbAMjsQg1,517218452927725_1.jpg,Safety - Daytime Walking,7
R_5nxEVoMbAMjsQg1,517218452927725_1.jpg,Safety - Nighttime Walking,7
R_5nxEVoMbAMjsQg1,517218452927725_1.jpg,Disorder,6
R_5nxEVoMbAMjsQg1,4097294446972645_1.jpg,Neighborhood Wealth,8
R_5nxEVoMbAMjsQg1,4097294446972645_1.jpg,Safety - Daytime Walking,9
R_5nxEVoMbAMjsQg1,4097294446972645_1.jpg,Safety - Nighttime Walking,7
R_5nxEVoMbAMjsQg1,4097294446972645_1.jpg,Disorder,3
R_5nxEVoMbAMjsQg1,270372938767555_2.jpg,Neighborhood Wealth,7
R_5nxEVoMbAMjsQg1,270372938767555_2.jpg,Safety - Daytime Walking,8
R_5nxEVoMbAMjsQg1,270372938767555_2.jpg,Safety - Nighttime Walking,3
R_5nxEVoMbAMjsQg1,270372938767555_2.jpg,Disorder,6
R_5Orw2i03EDcaUW6,708133306583556_2.jpg,Neighborhood Wealth,4
R_5Orw2i03EDcaUW6,708133306583556_2.jpg,Safety - Daytime Walking,8
R_5Orw2i03EDcaUW6,708133306583556_2.jpg,Safety - Nighttime Walking,4
R_5Orw2i03EDcaUW6,708133306583556_2.jpg,Disorder,2
R_5Orw2i03EDcaUW6,665786204906139_2.jpg,Neighborhood Wealth,1
R_5Orw2i03EDcaUW6,665786204906139_2.jpg,Safety - Daytime Walking,2
R_5Orw2i03EDcaUW6,665786204906139_2.jpg,Safety - Nighttime Walking,1
R_5Orw2i03EDcaUW6,665786204906139_2.jpg,Disorder,8
R_5Orw2i03EDcaUW6,851794438743856_1.jpg,Neighborhood Wealth,3
R_5Orw2i03EDcaUW6,851794438743856_1.jpg,Safety - Daytime Walking,7
R_5Orw2i03EDcaUW6,851794438743856_1.jpg,Safety - Nighttime Walking,3
R_5Orw2i03EDcaUW6,851794438743856_1.jpg,Disorder,3
R_5Orw2i03EDcaUW6,854299488982057_1.jpg,Neighborhood Wealth,4
R_5Orw2i03EDcaUW6,854299488982057_1.jpg,Safety - Daytime Walking,9
R_5Orw2i03EDcaUW6,854299488982057_1.jpg,Safety - Nighttime Walking,5
R_5Orw2i03EDcaUW6,854299488982057_1.jpg,Disorder,2
R_3s5rvEv4Vj5Z34g,632733937682417_1.jpg,Neighborhood Wealth,4
R_3s5rvEv4Vj5Z34g,632733937682417_1.jpg,Safety - Daytime Walking,9
R_3s5rvEv4Vj5Z34g,632733937682417_1.jpg,Safety - Nighttime Walking,6
R_3s5rvEv4Vj5Z34g,632733937682417_1.jpg,Disorder,7
R_3s5rvEv4Vj5Z34g,4048804368538788_1.jpg,Neighborhood Wealth,5
R_3s5rvEv4Vj5Z34g,4048804368538788_1.jpg,Safety - Daytime Walking,6
R_3s5rvEv4Vj5Z34g,4048804368538788_1.jpg,Safety - Nighttime Walking,4
R_3s5rvEv4Vj5Z34g,4048804368538788_1.jpg,Disorder,4
R_3s5rvEv4Vj5Z34g,2247898918737981_1.jpg,Neighborhood Wealth,5
R_3s5rvEv4Vj5Z34g,2247898918737981_1.jpg,Safety - Daytime Walking,7
R_3s5rvEv4Vj5Z34g,2247898918737981_1.jpg,Safety - Nighttime Walking,5
R_3s5rvEv4Vj5Z34g,2247898918737981_1.jpg,Disorder,6
R_5triP0jocD3WcHx,212839311453591_2.jpg,Neighborhood Wealth,3
R_5triP0jocD3WcHx,212839311453591_2.jpg,Safety - Daytime Walking,6
R_5triP0jocD3WcHx,212839311453591_2.jpg,Safety - Nighttime Walking,5
R_5triP0jocD3WcHx,212839311453591_2.jpg,Disorder,4
R_5triP0jocD3WcHx,3995830787196460_2.jpg,Neighborhood Wealth,7
R_5triP0jocD3WcHx,3995830787196460_2.jpg,Safety - Daytime Walking,9
R_5triP0jocD3WcHx,3995830787196460_2.jpg,Safety - Nighttime Walking,8
R_5triP0jocD3WcHx,3995830787196460_2.jpg,Disorder,2
R_5triP0jocD3WcHx,387928640128251_2.jpg,Neighborhood Wealth,6
R_5triP0jocD3WcHx,387928640128251_2.jpg,Safety - Daytime Walking,8
R_5triP0jocD3WcHx,387928640128251_2.jpg,Safety - Nighttime Walking,8
R_5triP0jocD3WcHx,387928640128251_2.jpg,Disorder,2
R_5triP0jocD3WcHx,632733937682417_1.jpg,Neighborhood Wealth,7
R_5triP0jocD3WcHx,632733937682417_1.jpg,Safety - Daytime Walking,9
R_5triP0jocD3WcHx,632733937682417_1.jpg,Safety - Nighttime Walking,8
R_5triP0jocD3WcHx,632733937682417_1.jpg,Disorder,1
R_5zikpBc6aOOWJhv,288361506334043_2.jpg,Neighborhood Wealth,6
R_5zikpBc6aOOWJhv,288361506334043_2.jpg,Safety - Daytime Walking,10
R_5zikpBc6aOOWJhv,288361506334043_2.jpg,Safety - Nighttime Walking,8
R_5zikpBc6aOOWJhv,288361506334043_2.jpg,Disorder,1
R_5zikpBc6aOOWJhv,2247898918737981_1.jpg,Neighborhood Wealth,3
R_5zikpBc6aOOWJhv,2247898918737981_1.jpg,Safety - Daytime Walking,4
R_5zikpBc6aOOWJhv,2247898918737981_1.jpg,Safety - Nighttime Walking,1
R_5zikpBc6aOOWJhv,2247898918737981_1.jpg,Disorder,5
R_5zikpBc6aOOWJhv,476300306935457_1.jpg,Neighborhood Wealth,3
R_5zikpBc6aOOWJhv,476300306935457_1.jpg,Safety - Daytime Walking,5
R_5zikpBc6aOOWJhv,476300306935457_1.jpg,Safety - Nighttime Walking,3
R_5zikpBc6aOOWJhv,476300306935457_1.jpg,Disorder,2
R_5zikpBc6aOOWJhv,3995830787196460_2.jpg,Neighborhood Wealth,6
R_5zikpBc6aOOWJhv,3995830787196460_2.jpg,Safety - Daytime Walking,6
R_5zikpBc6aOOWJhv,3995830787196460_2.jpg,Safety - Nighttime Walking,5
R_5zikpBc6aOOWJhv,3995830787196460_2.jpg,Disorder,1
R_2QDR9C1fHZoO8vX,865913590933774_2.jpg,Neighborhood Wealth,3
R_2QDR9C1fHZoO8vX,865913590933774_2.jpg,Safety - Daytime Walking,6
R_2QDR9C1fHZoO8vX,865913590933774_2.jpg,Safety - Nighttime Walking,6
R_2QDR9C1fHZoO8vX,865913590933774_2.jpg,Disorder,4
R_2QDR9C1fHZoO8vX,742050583143171_2.jpg,Neighborhood Wealth,4
R_2QDR9C1fHZoO8vX,742050583143171_2.jpg,Safety - Daytime Walking,5
R_2QDR9C1fHZoO8vX,742050583143171_2.jpg,Safety - Nighttime Walking,5
R_2QDR9C1fHZoO8vX,742050583143171_2.jpg,Disorder,5
R_2QDR9C1fHZoO8vX,836167393966965_1.jpg,Neighborhood Wealth,6
R_2QDR9C1fHZoO8vX,836167393966965_1.jpg,Safety - Daytime Walking,5
R_2QDR9C1fHZoO8vX,836167393966965_1.jpg,Safety - Nighttime Walking,5
R_2QDR9C1fHZoO8vX,836167393966965_1.jpg,Disorder,4
R_2QDR9C1fHZoO8vX,463108708121049_1.jpg,Neighborhood Wealth,4
R_2QDR9C1fHZoO8vX,463108708121049_1.jpg,Safety - Daytime Walking,6
R_2QDR9C1fHZoO8vX,463108708121049_1.jpg,Safety - Nighttime Walking,6
R_2QDR9C1fHZoO8vX,463108708121049_1.jpg,Disorder,5
R_5B6kniGZ7YhnAsh,3435709263423547_1.jpg,Neighborhood Wealth,7
R_5B6kniGZ7YhnAsh,3435709263423547_1.jpg,Safety - Daytime Walking,8
R_5B6kniGZ7YhnAsh,3435709263423547_1.jpg,Safety - Nighttime Walking,6
R_5B6kniGZ7YhnAsh,3435709263423547_1.jpg,Disorder,4
R_5B6kniGZ7YhnAsh,2247898918737981_1.jpg,Neighborhood Wealth,6
R_5B6kniGZ7YhnAsh,2247898918737981_1.jpg,Safety - Daytime Walking,7
R_5B6kniGZ7YhnAsh,2247898918737981_1.jpg,Safety - Nighttime Walking,5
R_5B6kniGZ7YhnAsh,2247898918737981_1.jpg,Disorder,5
R_5B6kniGZ7YhnAsh,2019381241535834_2.jpg,Neighborhood Wealth,8
R_5B6kniGZ7YhnAsh,2019381241535834_2.jpg,Safety - Daytime Walking,7
R_5B6kniGZ7YhnAsh,2019381241535834_2.jpg,Safety - Nighttime Walking,5
R_5B6kniGZ7YhnAsh,2019381241535834_2.jpg,Disorder,3
R_33CLZmJjN1m8muB,292352412531005_2.jpg,Neighborhood Wealth,4
R_33CLZmJjN1m8muB,292352412531005_2.jpg,Safety - Daytime Walking,8
R_33CLZmJjN1m8muB,292352412531005_2.jpg,Safety - Nighttime Walking,6
R_33CLZmJjN1m8muB,292352412531005_2.jpg,Disorder,3
R_33CLZmJjN1m8muB,270372938767555_2.jpg,Neighborhood Wealth,2
R_33CLZmJjN1m8muB,270372938767555_2.jpg,Safety - Daytime Walking,5
R_33CLZmJjN1m8muB,270372938767555_2.jpg,Safety - Nighttime Walking,3
R_33CLZmJjN1m8muB,270372938767555_2.jpg,Disorder,8
R_33CLZmJjN1m8muB,312809550292736_2.jpg,Neighborhood Wealth,4
R_33CLZmJjN1m8muB,312809550292736_2.jpg,Safety - Daytime Walking,7
R_33CLZmJjN1m8muB,312809550292736_2.jpg,Safety - Nighttime Walking,5
R_33CLZmJjN1m8muB,312809550292736_2.jpg,Disorder,3
R_33CLZmJjN1m8muB,463108708121049_1.jpg,Neighborhood Wealth,3
R_33CLZmJjN1m8muB,463108708121049_1.jpg,Safety - Daytime Walking,7
R_33CLZmJjN1m8muB,463108708121049_1.jpg,Safety - Nighttime Walking,6
R_33CLZmJjN1m8muB,463108708121049_1.jpg,Disorder,6
R_2sX6SDySraVgZ45,2519137268236906_2.jpg,Neighborhood Wealth,8
R_2sX6SDySraVgZ45,2519137268236906_2.jpg,Safety - Daytime Walking,10
R_2sX6SDySraVgZ45,2519137268236906_2.jpg,Safety - Nighttime Walking,9
R_2sX6SDySraVgZ45,2519137268236906_2.jpg,Disorder,1
R_2sX6SDySraVgZ45,517531193399390_1.jpg,Neighborhood Wealth,4
R_2sX6SDySraVgZ45,517531193399390_1.jpg,Safety - Daytime Walking,6
R_2sX6SDySraVgZ45,517531193399390_1.jpg,Safety - Nighttime Walking,4
R_2sX6SDySraVgZ45,517531193399390_1.jpg,Disorder,4
R_2sX6SDySraVgZ45,463108708121049_1.jpg,Neighborhood Wealth,3
R_2sX6SDySraVgZ45,463108708121049_1.jpg,Safety - Daytime Walking,8
R_2sX6SDySraVgZ45,463108708121049_1.jpg,Safety - Nighttime Walking,6
R_2sX6SDySraVgZ45,463108708121049_1.jpg,Disorder,6
R_78Z2Zkc2tusmJlD,810563866511745_1.jpg,Neighborhood Wealth,7
R_78Z2Zkc2tusmJlD,810563866511745_1.jpg,Safety - Daytime Walking,9
R_78Z2Zkc2tusmJlD,810563866511745_1.jpg,Safety - Nighttime Walking,7
R_78Z2Zkc2tusmJlD,810563866511745_1.jpg,Disorder,2
R_78Z2Zkc2tusmJlD,507899923971382_2.jpg,Neighborhood Wealth,5
R_78Z2Zkc2tusmJlD,507899923971382_2.jpg,Safety - Daytime Walking,7
R_78Z2Zkc2tusmJlD,507899923971382_2.jpg,Safety - Nighttime Walking,4
R_78Z2Zkc2tusmJlD,507899923971382_2.jpg,Disorder,3
R_78Z2Zkc2tusmJlD,310226403908323_2.jpg,Neighborhood Wealth,5
R_78Z2Zkc2tusmJlD,310226403908323_2.jpg,Safety - Daytime Walking,7
R_78Z2Zkc2tusmJlD,310226403908323_2.jpg,Safety - Nighttime Walking,5
R_78Z2Zkc2tusmJlD,310226403908323_2.jpg,Disorder,3
R_78Z2Zkc2tusmJlD,476300306935457_1.jpg,Neighborhood Wealth,6
R_78Z2Zkc2tusmJlD,476300306935457_1.jpg,Safety - Daytime Walking,7
R_78Z2Zkc2tusmJlD,476300306935457_1.jpg,Safety - Nighttime Walking,5
R_78Z2Zkc2tusmJlD,476300306935457_1.jpg,Disorder,3
R_78Z2Zkc2tusmJlD,836167393966965_1.jpg,Neighborhood Wealth,7
R_78Z2Zkc2tusmJlD,836167393966965_1.jpg,Safety - Daytime Walking,8
R_78Z2Zkc2tusmJlD,836167393966965_1.jpg,Safety - Nighttime Walking,6
R_78Z2Zkc2tusmJlD,836167393966965_1.jpg,Disorder,2
R_21ofjDpwNgoM9vj,765756400752691_2.jpg,Neighborhood Wealth,6
R_21ofjDpwNgoM9vj,765756400752691_2.jpg,Safety - Daytime Walking,7
R_21ofjDpwNgoM9vj,765756400752691_2.jpg,Safety - Nighttime Walking,3
R_21ofjDpwNgoM9vj,765756400752691_2.jpg,Disorder,4
R_21ofjDpwNgoM9vj,801638103801284_1.jpg,Neighborhood Wealth,5
R_21ofjDpwNgoM9vj,801638103801284_1.jpg,Safety - Daytime Walking,6
R_21ofjDpwNgoM9vj,801638103801284_1.jpg,Safety - Nighttime Walking,2
R_21ofjDpwNgoM9vj,801638103801284_1.jpg,Disorder,4
R_21ofjDpwNgoM9vj,767367131168573_2.jpg,Neighborhood Wealth,8
R_21ofjDpwNgoM9vj,767367131168573_2.jpg,Safety - Daytime Walking,8
R_21ofjDpwNgoM9vj,767367131168573_2.jpg,Safety - Nighttime Walking,5
R_21ofjDpwNgoM9vj,767367131168573_2.jpg,Disorder,2
R_21ofjDpwNgoM9vj,310226403908323_2.jpg,Neighborhood Wealth,4
R_21ofjDpwNgoM9vj,310226403908323_2.jpg,Safety - Daytime Walking,5
R_21ofjDpwNgoM9vj,310226403908323_2.jpg,Safety - Nighttime Walking,2
R_21ofjDpwNgoM9vj,310226403908323_2.jpg,Disorder,4
R_3GCzzj1uVLBfvxL,854299488982057_1.jpg,Neighborhood Wealth,8
R_3GCzzj1uVLBfvxL,854299488982057_1.jpg,Safety - Daytime Walking,7
R_3GCzzj1uVLBfvxL,854299488982057_1.jpg,Safety - Nighttime Walking,4
R_3GCzzj1uVLBfvxL,854299488982057_1.jpg,Disorder,5
R_3GCzzj1uVLBfvxL,232906088849720_1.jpg,Neighborhood Wealth,4
R_3GCzzj1uVLBfvxL,232906088849720_1.jpg,Safety - Daytime Walking,5
R_3GCzzj1uVLBfvxL,232906088849720_1.jpg,Safety - Nighttime Walking,2
R_3GCzzj1uVLBfvxL,232906088849720_1.jpg,Disorder,5
R_3GCzzj1uVLBfvxL,665786204906139_2.jpg,Neighborhood Wealth,2
R_3GCzzj1uVLBfvxL,665786204906139_2.jpg,Safety - Daytime Walking,3
R_3GCzzj1uVLBfvxL,665786204906139_2.jpg,Safety - Nighttime Walking,NA
R_3GCzzj1uVLBfvxL,665786204906139_2.jpg,Disorder,2
R_3GCzzj1uVLBfvxL,310226403908323_2.jpg,Neighborhood Wealth,2
R_3GCzzj1uVLBfvxL,310226403908323_2.jpg,Safety - Daytime Walking,2
R_3GCzzj1uVLBfvxL,310226403908323_2.jpg,Safety - Nighttime Walking,1
R_3GCzzj1uVLBfvxL,310226403908323_2.jpg,Disorder,2
R_5LbVog65IuJAK0I,373410924912244_2.jpg,Neighborhood Wealth,5
R_5LbVog65IuJAK0I,373410924912244_2.jpg,Safety - Daytime Walking,4
R_5LbVog65IuJAK0I,373410924912244_2.jpg,Safety - Nighttime Walking,2
R_5LbVog65IuJAK0I,373410924912244_2.jpg,Disorder,3
R_5LbVog65IuJAK0I,688199785734434_1.jpg,Neighborhood Wealth,2
R_5LbVog65IuJAK0I,688199785734434_1.jpg,Safety - Daytime Walking,3
R_5LbVog65IuJAK0I,688199785734434_1.jpg,Safety - Nighttime Walking,1
R_5LbVog65IuJAK0I,688199785734434_1.jpg,Disorder,7
R_5LbVog65IuJAK0I,737475547859706_2.jpg,Neighborhood Wealth,4
R_5LbVog65IuJAK0I,737475547859706_2.jpg,Safety - Daytime Walking,8
R_5LbVog65IuJAK0I,737475547859706_2.jpg,Safety - Nighttime Walking,4
R_5LbVog65IuJAK0I,737475547859706_2.jpg,Disorder,2
R_2e8p3H3DCmUNRs4,507899923971382_2.jpg,Neighborhood Wealth,4
R_2e8p3H3DCmUNRs4,507899923971382_2.jpg,Safety - Daytime Walking,7
R_2e8p3H3DCmUNRs4,507899923971382_2.jpg,Safety - Nighttime Walking,5
R_2e8p3H3DCmUNRs4,507899923971382_2.jpg,Disorder,3
R_2e8p3H3DCmUNRs4,466084694485363_1.jpg,Neighborhood Wealth,5
R_2e8p3H3DCmUNRs4,466084694485363_1.jpg,Safety - Daytime Walking,9
R_2e8p3H3DCmUNRs4,466084694485363_1.jpg,Safety - Nighttime Walking,8
R_2e8p3H3DCmUNRs4,466084694485363_1.jpg,Disorder,2
R_2e8p3H3DCmUNRs4,373410924912244_2.jpg,Neighborhood Wealth,7
R_2e8p3H3DCmUNRs4,373410924912244_2.jpg,Safety - Daytime Walking,9
R_2e8p3H3DCmUNRs4,373410924912244_2.jpg,Safety - Nighttime Walking,8
R_2e8p3H3DCmUNRs4,373410924912244_2.jpg,Disorder,1
R_1knRQDSLfa5k5eZ,794843815099878_1.jpg,Neighborhood Wealth,4
R_1knRQDSLfa5k5eZ,794843815099878_1.jpg,Safety - Daytime Walking,9
R_1knRQDSLfa5k5eZ,794843815099878_1.jpg,Safety - Nighttime Walking,7
R_1knRQDSLfa5k5eZ,794843815099878_1.jpg,Disorder,3
R_1knRQDSLfa5k5eZ,508183423757905_1.jpg,Neighborhood Wealth,6
R_1knRQDSLfa5k5eZ,508183423757905_1.jpg,Safety - Daytime Walking,8
R_1knRQDSLfa5k5eZ,508183423757905_1.jpg,Safety - Nighttime Walking,7
R_1knRQDSLfa5k5eZ,508183423757905_1.jpg,Disorder,3
R_1knRQDSLfa5k5eZ,4048804368538788_1.jpg,Neighborhood Wealth,4
R_1knRQDSLfa5k5eZ,4048804368538788_1.jpg,Safety - Daytime Walking,7
R_1knRQDSLfa5k5eZ,4048804368538788_1.jpg,Safety - Nighttime Walking,6
R_1knRQDSLfa5k5eZ,4048804368538788_1.jpg,Disorder,4
R_1knRQDSLfa5k5eZ,783879902487853_1.jpg,Neighborhood Wealth,7
R_1knRQDSLfa5k5eZ,783879902487853_1.jpg,Safety - Daytime Walking,8
R_1knRQDSLfa5k5eZ,783879902487853_1.jpg,Safety - Nighttime Walking,8
R_1knRQDSLfa5k5eZ,783879902487853_1.jpg,Disorder,2
R_7IhYX0Dx27g9eNb,936041450583946_2.jpg,Neighborhood Wealth,6
R_7IhYX0Dx27g9eNb,936041450583946_2.jpg,Safety - Daytime Walking,6
R_7IhYX0Dx27g9eNb,936041450583946_2.jpg,Safety - Nighttime Walking,4
R_7IhYX0Dx27g9eNb,936041450583946_2.jpg,Disorder,6
R_7IhYX0Dx27g9eNb,197847542638054_1.jpg,Neighborhood Wealth,6
R_7IhYX0Dx27g9eNb,197847542638054_1.jpg,Safety - Daytime Walking,6
R_7IhYX0Dx27g9eNb,197847542638054_1.jpg,Safety - Nighttime Walking,4
R_7IhYX0Dx27g9eNb,197847542638054_1.jpg,Disorder,6
R_7IhYX0Dx27g9eNb,742050583143171_2.jpg,Neighborhood Wealth,3
R_7IhYX0Dx27g9eNb,742050583143171_2.jpg,Safety - Daytime Walking,4
R_7IhYX0Dx27g9eNb,742050583143171_2.jpg,Safety - Nighttime Walking,2
R_7IhYX0Dx27g9eNb,742050583143171_2.jpg,Disorder,4
R_5pn0aPfIR7ro0G5,531120668261047_1.jpg,Neighborhood Wealth,4
R_5pn0aPfIR7ro0G5,531120668261047_1.jpg,Safety - Daytime Walking,7
R_5pn0aPfIR7ro0G5,531120668261047_1.jpg,Safety - Nighttime Walking,5
R_5pn0aPfIR7ro0G5,531120668261047_1.jpg,Disorder,4
R_5pn0aPfIR7ro0G5,794843815099878_1.jpg,Neighborhood Wealth,2
R_5pn0aPfIR7ro0G5,794843815099878_1.jpg,Safety - Daytime Walking,6
R_5pn0aPfIR7ro0G5,794843815099878_1.jpg,Safety - Nighttime Walking,3
R_5pn0aPfIR7ro0G5,794843815099878_1.jpg,Disorder,7
R_5pn0aPfIR7ro0G5,708133306583556_2.jpg,Neighborhood Wealth,6
R_5pn0aPfIR7ro0G5,708133306583556_2.jpg,Safety - Daytime Walking,8
R_5pn0aPfIR7ro0G5,708133306583556_2.jpg,Safety - Nighttime Walking,5
R_5pn0aPfIR7ro0G5,708133306583556_2.jpg,Disorder,4
R_5pn0aPfIR7ro0G5,786054698763765_2.jpg,Neighborhood Wealth,7
R_5pn0aPfIR7ro0G5,786054698763765_2.jpg,Safety - Daytime Walking,8
R_5pn0aPfIR7ro0G5,786054698763765_2.jpg,Safety - Nighttime Walking,4
R_5pn0aPfIR7ro0G5,786054698763765_2.jpg,Disorder,3
R_77TeYNm8sj9GfQA,542470974515767_2.jpg,Neighborhood Wealth,2
R_77TeYNm8sj9GfQA,542470974515767_2.jpg,Safety - Daytime Walking,6
R_77TeYNm8sj9GfQA,542470974515767_2.jpg,Safety - Nighttime Walking,1
R_77TeYNm8sj9GfQA,542470974515767_2.jpg,Disorder,5
R_77TeYNm8sj9GfQA,775926136423208_1.jpg,Neighborhood Wealth,4
R_77TeYNm8sj9GfQA,775926136423208_1.jpg,Safety - Daytime Walking,10
R_77TeYNm8sj9GfQA,775926136423208_1.jpg,Safety - Nighttime Walking,5
R_77TeYNm8sj9GfQA,775926136423208_1.jpg,Disorder,2
R_77TeYNm8sj9GfQA,382419676474073_2.jpg,Neighborhood Wealth,1
R_77TeYNm8sj9GfQA,382419676474073_2.jpg,Safety - Daytime Walking,1
R_77TeYNm8sj9GfQA,382419676474073_2.jpg,Safety - Nighttime Walking,1
R_77TeYNm8sj9GfQA,382419676474073_2.jpg,Disorder,10
R_2MKgHMWDhofWocQ,362380188614130_1.jpg,Neighborhood Wealth,5
R_2MKgHMWDhofWocQ,362380188614130_1.jpg,Safety - Daytime Walking,10
R_2MKgHMWDhofWocQ,362380188614130_1.jpg,Safety - Nighttime Walking,8
R_2MKgHMWDhofWocQ,362380188614130_1.jpg,Disorder,1
R_2MKgHMWDhofWocQ,494272545137554_2.jpg,Neighborhood Wealth,4
R_2MKgHMWDhofWocQ,494272545137554_2.jpg,Safety - Daytime Walking,6
R_2MKgHMWDhofWocQ,494272545137554_2.jpg,Safety - Nighttime Walking,5
R_2MKgHMWDhofWocQ,494272545137554_2.jpg,Disorder,2
R_2MKgHMWDhofWocQ,466084694485363_1.jpg,Neighborhood Wealth,4
R_2MKgHMWDhofWocQ,466084694485363_1.jpg,Safety - Daytime Walking,6
