"sid","gender_3cats","black","white","college","income_below_35k","walk_safety_own","imagepath","image1","imageName","weights","gender","var","value","varLabel","img","gptLabel"
12796,3,1,0,1,1,2,"https://joehigtom.com/Detroit_images/452855432637365_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/452855432637365_2.jpg","452855432637365_2.jpg",0.529652392533175,NA,"nb_image_walksafety_day_d20",8,"Safety - Daytime Walking","452855432637365_2","Safety - day"
12796,3,1,0,1,1,2,"https://joehigtom.com/Detroit_images/452855432637365_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/452855432637365_2.jpg","452855432637365_2.jpg",0.529652392533175,NA,"nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","452855432637365_2","Safety - night"
12808,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.07530276644727,"Male","nb_image_wealth_rate_d20",3,"Neighborhood Wealth","525276995158085_2","Wealth"
12808,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.07530276644727,"Male","nb_image_tidiness_d20",4,"Disorder","525276995158085_2","Disorder"
12808,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.07530276644727,"Male","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","525276995158085_2","Safety - day"
12808,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.07530276644727,"Male","nb_image_walksafety_night_d20",5,"Safety - Nighttime Walking","525276995158085_2","Safety - night"
12814,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",0.660039691100362,"Female","nb_image_wealth_rate_d20",7,"Neighborhood Wealth","858191181779110_2","Wealth"
12814,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",0.660039691100362,"Female","nb_image_tidiness_d20",9,"Disorder","858191181779110_2","Disorder"
12814,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",0.660039691100362,"Female","nb_image_walksafety_day_d20",8,"Safety - Daytime Walking","858191181779110_2","Safety - day"
12814,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/858191181779110_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/858191181779110_2.jpg","858191181779110_2.jpg",0.660039691100362,"Female","nb_image_walksafety_night_d20",4,"Safety - Nighttime Walking","858191181779110_2","Safety - night"
12850,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/4015600011886298_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/4015600011886298_1.jpg","4015600011886298_1.jpg",0.421011475816679,"Female","nb_image_wealth_rate_d20",3,"Neighborhood Wealth","4015600011886298_1","Wealth"
12850,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/4015600011886298_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/4015600011886298_1.jpg","4015600011886298_1.jpg",0.421011475816679,"Female","nb_image_tidiness_d20",5,"Disorder","4015600011886298_1","Disorder"
12850,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/4015600011886298_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/4015600011886298_1.jpg","4015600011886298_1.jpg",0.421011475816679,"Female","nb_image_walksafety_day_d20",6,"Safety - Daytime Walking","4015600011886298_1","Safety - day"
12850,2,0,1,1,0,2,"https://joehigtom.com/Detroit_images/4015600011886298_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/4015600011886298_1.jpg","4015600011886298_1.jpg",0.421011475816679,"Female","nb_image_walksafety_night_d20",3,"Safety - Nighttime Walking","4015600011886298_1","Safety - night"
12853,1,1,0,0,0,3,"https://joehigtom.com/Detroit_images/485185162587248_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/485185162587248_1.jpg","485185162587248_1.jpg",1.89543994232088,"Male","nb_image_wealth_rate_d20",4,"Neighborhood Wealth","485185162587248_1","Wealth"
12853,1,1,0,0,0,3,"https://joehigtom.com/Detroit_images/485185162587248_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/485185162587248_1.jpg","485185162587248_1.jpg",1.89543994232088,"Male","nb_image_tidiness_d20",4,"Disorder","485185162587248_1","Disorder"
12853,1,1,0,0,0,3,"https://joehigtom.com/Detroit_images/485185162587248_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/485185162587248_1.jpg","485185162587248_1.jpg",1.89543994232088,"Male","nb_image_walksafety_day_d20",4,"Safety - Daytime Walking","485185162587248_1","Safety - day"
12853,1,1,0,0,0,3,"https://joehigtom.com/Detroit_images/485185162587248_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/485185162587248_1.jpg","485185162587248_1.jpg",1.89543994232088,"Male","nb_image_walksafety_night_d20",4,"Safety - Nighttime Walking","485185162587248_1","Safety - night"
12865,1,0,0,1,1,NA,"https://joehigtom.com/Detroit_images/292264092371454_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/292264092371454_1.jpg","292264092371454_1.jpg",0.947649296094596,"Male","nb_image_wealth_rate_d20",1,"Neighborhood Wealth","292264092371454_1","Wealth"
12865,1,0,0,1,1,NA,"https://joehigtom.com/Detroit_images/292264092371454_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/292264092371454_1.jpg","292264092371454_1.jpg",0.947649296094596,"Male","nb_image_tidiness_d20",1,"Disorder","292264092371454_1","Disorder"
12865,1,0,0,1,1,NA,"https://joehigtom.com/Detroit_images/292264092371454_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/292264092371454_1.jpg","292264092371454_1.jpg",0.947649296094596,"Male","nb_image_walksafety_day_d20",1,"Safety - Daytime Walking","292264092371454_1","Safety - day"
12865,1,0,0,1,1,NA,"https://joehigtom.com/Detroit_images/292264092371454_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/292264092371454_1.jpg","292264092371454_1.jpg",0.947649296094596,"Male","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","292264092371454_1","Safety - night"
12868,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.325886816734388,"Female","nb_image_wealth_rate_d20",2,"Neighborhood Wealth","319953132834337_2","Wealth"
12868,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.325886816734388,"Female","nb_image_tidiness_d20",3,"Disorder","319953132834337_2","Disorder"
12868,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.325886816734388,"Female","nb_image_walksafety_day_d20",3,"Safety - Daytime Walking","319953132834337_2","Safety - day"
12868,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/319953132834337_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/319953132834337_2.jpg","319953132834337_2.jpg",0.325886816734388,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","319953132834337_2","Safety - night"
12877,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.430698555501312,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","2068504223306949_2","Wealth"
12877,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.430698555501312,"Female","nb_image_tidiness_d20",5,"Disorder","2068504223306949_2","Disorder"
12877,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.430698555501312,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","2068504223306949_2","Safety - day"
12877,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.430698555501312,"Female","nb_image_walksafety_night_d20",4,"Safety - Nighttime Walking","2068504223306949_2","Safety - night"
12880,2,1,0,1,0,3,"https://joehigtom.com/Detroit_images/3936802273082003_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3936802273082003_2.jpg","3936802273082003_2.jpg",0.426429627262688,"Female","nb_image_wealth_rate_d20",7,"Neighborhood Wealth","3936802273082003_2","Wealth"
12880,2,1,0,1,0,3,"https://joehigtom.com/Detroit_images/3936802273082003_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3936802273082003_2.jpg","3936802273082003_2.jpg",0.426429627262688,"Female","nb_image_tidiness_d20",3,"Disorder","3936802273082003_2","Disorder"
12880,2,1,0,1,0,3,"https://joehigtom.com/Detroit_images/3936802273082003_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3936802273082003_2.jpg","3936802273082003_2.jpg",0.426429627262688,"Female","nb_image_walksafety_day_d20",7,"Safety - Daytime Walking","3936802273082003_2","Safety - day"
12880,2,1,0,1,0,3,"https://joehigtom.com/Detroit_images/3936802273082003_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/3936802273082003_2.jpg","3936802273082003_2.jpg",0.426429627262688,"Female","nb_image_walksafety_night_d20",4,"Safety - Nighttime Walking","3936802273082003_2","Safety - night"
12898,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/308830070730029_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/308830070730029_1.jpg","308830070730029_1.jpg",0.851096975757642,"Female","nb_image_wealth_rate_d20",1,"Neighborhood Wealth","308830070730029_1","Wealth"
12898,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/308830070730029_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/308830070730029_1.jpg","308830070730029_1.jpg",0.851096975757642,"Female","nb_image_tidiness_d20",3,"Disorder","308830070730029_1","Disorder"
12898,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/308830070730029_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/308830070730029_1.jpg","308830070730029_1.jpg",0.851096975757642,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","308830070730029_1","Safety - day"
12898,2,1,0,0,0,2,"https://joehigtom.com/Detroit_images/308830070730029_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/308830070730029_1.jpg","308830070730029_1.jpg",0.851096975757642,"Female","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","308830070730029_1","Safety - night"
12919,2,0,0,0,1,2,"https://joehigtom.com/Detroit_images/258028249344107_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/258028249344107_1.jpg","258028249344107_1.jpg",0.780595533980267,"Female","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","258028249344107_1","Wealth"
12919,2,0,0,0,1,2,"https://joehigtom.com/Detroit_images/258028249344107_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/258028249344107_1.jpg","258028249344107_1.jpg",0.780595533980267,"Female","nb_image_tidiness_d20",6,"Disorder","258028249344107_1","Disorder"
12919,2,0,0,0,1,2,"https://joehigtom.com/Detroit_images/258028249344107_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/258028249344107_1.jpg","258028249344107_1.jpg",0.780595533980267,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","258028249344107_1","Safety - day"
12919,2,0,0,0,1,2,"https://joehigtom.com/Detroit_images/258028249344107_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/258028249344107_1.jpg","258028249344107_1.jpg",0.780595533980267,"Female","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","258028249344107_1","Safety - night"
12928,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/929178687927460_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/929178687927460_1.jpg","929178687927460_1.jpg",1.50455950737295,"Male","nb_image_wealth_rate_d20",7,"Neighborhood Wealth","929178687927460_1","Wealth"
12928,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/929178687927460_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/929178687927460_1.jpg","929178687927460_1.jpg",1.50455950737295,"Male","nb_image_tidiness_d20",3,"Disorder","929178687927460_1","Disorder"
12928,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/929178687927460_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/929178687927460_1.jpg","929178687927460_1.jpg",1.50455950737295,"Male","nb_image_walksafety_day_d20",7,"Safety - Daytime Walking","929178687927460_1","Safety - day"
12928,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/929178687927460_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/929178687927460_1.jpg","929178687927460_1.jpg",1.50455950737295,"Male","nb_image_walksafety_night_d20",5,"Safety - Nighttime Walking","929178687927460_1","Safety - night"
12934,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.47722968125384,"Male","nb_image_wealth_rate_d20",1,"Neighborhood Wealth","525276995158085_2","Wealth"
12934,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.47722968125384,"Male","nb_image_tidiness_d20",6,"Disorder","525276995158085_2","Disorder"
12934,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.47722968125384,"Male","nb_image_walksafety_day_d20",7,"Safety - Daytime Walking","525276995158085_2","Safety - day"
12934,1,0,1,1,0,3,"https://joehigtom.com/Detroit_images/525276995158085_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/525276995158085_2.jpg","525276995158085_2.jpg",1.47722968125384,"Male","nb_image_walksafety_night_d20",1,"Safety - Nighttime Walking","525276995158085_2","Safety - night"
12940,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.554109283541294,"Female","nb_image_wealth_rate_d20",6,"Neighborhood Wealth","2068504223306949_2","Wealth"
12940,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.554109283541294,"Female","nb_image_tidiness_d20",2,"Disorder","2068504223306949_2","Disorder"
12940,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.554109283541294,"Female","nb_image_walksafety_day_d20",3,"Safety - Daytime Walking","2068504223306949_2","Safety - day"
12940,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/2068504223306949_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2068504223306949_2.jpg","2068504223306949_2.jpg",0.554109283541294,"Female","nb_image_walksafety_night_d20",3,"Safety - Nighttime Walking","2068504223306949_2","Safety - night"
12949,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",3.66990612165291,"Male","nb_image_wealth_rate_d20",3,"Neighborhood Wealth","650181592745832_1","Wealth"
12949,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",3.66990612165291,"Male","nb_image_tidiness_d20",4,"Disorder","650181592745832_1","Disorder"
12949,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",3.66990612165291,"Male","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","650181592745832_1","Safety - day"
12949,1,1,0,0,0,2,"https://joehigtom.com/Detroit_images/650181592745832_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/650181592745832_1.jpg","650181592745832_1.jpg",3.66990612165291,"Male","nb_image_walksafety_night_d20",2,"Safety - Nighttime Walking","650181592745832_1","Safety - night"
12961,2,1,0,0,1,1,"https://joehigtom.com/Detroit_images/2685903751707191_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2685903751707191_1.jpg","2685903751707191_1.jpg",1.26788969573429,"Female","nb_image_wealth_rate_d20",2,"Neighborhood Wealth","2685903751707191_1","Wealth"
12961,2,1,0,0,1,1,"https://joehigtom.com/Detroit_images/2685903751707191_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2685903751707191_1.jpg","2685903751707191_1.jpg",1.26788969573429,"Female","nb_image_tidiness_d20",3,"Disorder","2685903751707191_1","Disorder"
12961,2,1,0,0,1,1,"https://joehigtom.com/Detroit_images/2685903751707191_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2685903751707191_1.jpg","2685903751707191_1.jpg",1.26788969573429,"Female","nb_image_walksafety_day_d20",3,"Safety - Daytime Walking","2685903751707191_1","Safety - day"
12961,2,1,0,0,1,1,"https://joehigtom.com/Detroit_images/2685903751707191_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/2685903751707191_1.jpg","2685903751707191_1.jpg",1.26788969573429,"Female","nb_image_walksafety_night_d20",10,"Safety - Nighttime Walking","2685903751707191_1","Safety - night"
12967,2,1,0,0,NA,3,"https://joehigtom.com/Detroit_images/976107692929227_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/976107692929227_1.jpg","976107692929227_1.jpg",1.1931973273662,"Female","nb_image_wealth_rate_d20",NA,"Neighborhood Wealth","976107692929227_1","Wealth"
12967,2,1,0,0,NA,3,"https://joehigtom.com/Detroit_images/976107692929227_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/976107692929227_1.jpg","976107692929227_1.jpg",1.1931973273662,"Female","nb_image_tidiness_d20",NA,"Disorder","976107692929227_1","Disorder"
12967,2,1,0,0,NA,3,"https://joehigtom.com/Detroit_images/976107692929227_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/976107692929227_1.jpg","976107692929227_1.jpg",1.1931973273662,"Female","nb_image_walksafety_day_d20",NA,"Safety - Daytime Walking","976107692929227_1","Safety - day"
12967,2,1,0,0,NA,3,"https://joehigtom.com/Detroit_images/976107692929227_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/976107692929227_1.jpg","976107692929227_1.jpg",1.1931973273662,"Female","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","976107692929227_1","Safety - night"
12970,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/933990697438470_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/933990697438470_1.jpg","933990697438470_1.jpg",0.278018854457971,"Female","nb_image_wealth_rate_d20",4,"Neighborhood Wealth","933990697438470_1","Wealth"
12970,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/933990697438470_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/933990697438470_1.jpg","933990697438470_1.jpg",0.278018854457971,"Female","nb_image_tidiness_d20",5,"Disorder","933990697438470_1","Disorder"
12970,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/933990697438470_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/933990697438470_1.jpg","933990697438470_1.jpg",0.278018854457971,"Female","nb_image_walksafety_day_d20",5,"Safety - Daytime Walking","933990697438470_1","Safety - day"
12970,2,1,0,1,0,2,"https://joehigtom.com/Detroit_images/933990697438470_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/933990697438470_1.jpg","933990697438470_1.jpg",0.278018854457971,"Female","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","933990697438470_1","Safety - night"
12982,1,1,0,1,0,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.17559285210932,"Male","nb_image_wealth_rate_d20",5,"Neighborhood Wealth","537526567253770_2","Wealth"
12982,1,1,0,1,0,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.17559285210932,"Male","nb_image_tidiness_d20",6,"Disorder","537526567253770_2","Disorder"
12982,1,1,0,1,0,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.17559285210932,"Male","nb_image_walksafety_day_d20",7,"Safety - Daytime Walking","537526567253770_2","Safety - day"
12982,1,1,0,1,0,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.17559285210932,"Male","nb_image_walksafety_night_d20",3,"Safety - Nighttime Walking","537526567253770_2","Safety - night"
12991,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.24545395020704,"Female","nb_image_wealth_rate_d20",NA,"Neighborhood Wealth","537526567253770_2","Wealth"
12991,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.24545395020704,"Female","nb_image_tidiness_d20",NA,"Disorder","537526567253770_2","Disorder"
12991,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.24545395020704,"Female","nb_image_walksafety_day_d20",NA,"Safety - Daytime Walking","537526567253770_2","Safety - day"
12991,2,1,0,0,1,2,"https://joehigtom.com/Detroit_images/537526567253770_2.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/537526567253770_2.jpg","537526567253770_2.jpg",1.24545395020704,"Female","nb_image_walksafety_night_d20",NA,"Safety - Nighttime Walking","537526567253770_2","Safety - night"
12997,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/968781210559856_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/968781210559856_1.jpg","968781210559856_1.jpg",0.646313125992108,"Male","nb_image_wealth_rate_d20",7,"Neighborhood Wealth","968781210559856_1","Wealth"
12997,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/968781210559856_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/968781210559856_1.jpg","968781210559856_1.jpg",0.646313125992108,"Male","nb_image_tidiness_d20",8,"Disorder","968781210559856_1","Disorder"
12997,1,1,0,1,0,3,"https://joehigtom.com/Detroit_images/968781210559856_1.jpg","https://storage.googleapis.com/streetview_project_public/Detroit_processed/968781210559856_1.jpg","968781210559856_1.jpg",0.646313125992108,"Male","nb_image_walksafety_day_d20",7,"Safety - Daytime Walking","968781210559856_1","Safety - day"
